Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,TotalPrice
2023-12-24,Central,Printer,8,1057,Mumbai,Retail,0.2756241914412754,Sara,Cash,No,No,10358,Customer_357,33.89581160889172,2023-12-24,2023-12-27,Ryan,6125.321837172575
2023-12-25,East,Printer,7,1507,Delhi,Corporate,0.1321122669075632,Meera,Card,Yes,No,10359,Customer_358,6.385395598733597,2023-12-25,2023-12-28,Ryan,9155.347696392117
2023-12-26,Central,Laptop,4,436,Chennai,Corporate,0.1646339577789035,John,Cash,Yes,Yes,10360,Customer_359,37.571124948373544,2023-12-26,2023-12-29,Sophie,1456.8783776335922
2023-12-27,South,Desk,18,1417,Chennai,Retail,0.23888570488284028,Amit,Card,No,Yes,10361,Customer_360,45.7460911461837,2023-12-27,2023-12-30,Ryan,19412.981211258273
2023-12-28,South,Chair,3,1510,Mumbai,Retail,0.17492030532664307,Meera,Cash,No,No,10362,Customer_361,40.801111240744696,2023-12-28,2023-12-31,Cameron,3737.611016870307
2023-12-29,South,Phone,6,970,Chennai,Retail,0.2880654217148474,Meera,Cash,No,Yes,10363,Customer_362,31.27249726814402,2023-12-29,2024-01-01,Cameron,4143.459245619588
2023-12-30,Central,Printer,12,957,Chennai,Retail,0.19810074915423828,Sara,Card,No,No,10364,Customer_363,35.208658089208235,2023-12-30,2024-01-02,Eric,9209.010996712728
2023-12-31,South,Chair,12,335,Bangalore,Corporate,0.1568128362202803,Meera,Card,No,No,10365,Customer_364,49.55863051632523,2023-12-31,2024-01-03,Ryan,3389.612398394473
2024-01-01,Central,Desk,8,991,Chennai,Retail,0.007077590334238759,Amit,UPI,Yes,No,10366,Customer_365,9.079793982920226,2024-01-01,2024-01-04,Sophie,7871.888863830155
2024-01-02,South,Phone,1,370,Bangalore,Retail,0.12411986927409895,Sara,UPI,Yes,No,10367,Customer_366,35.02601728849578,2024-01-02,2024-01-05,Sophie,324.0756483685834
2024-01-03,North,Phone,4,358,Chennai,Corporate,0.08977452577804813,Meera,Card,No,Yes,10368,Customer_367,17.752896255676724,2024-01-03,2024-01-06,Cameron,1303.442879085835
2024-01-04,South,Printer,11,400,Delhi,Corporate,0.22443170036624677,Sara,UPI,No,No,10369,Customer_368,33.80406784637765,2024-01-04,2024-01-07,Ryan,3412.500518388514
2024-01-05,Central,Laptop,3,1710,Mumbai,Corporate,0.06248330254606373,Meera,Card,Yes,Yes,10370,Customer_369,32.34306091477724,2024-01-05,2024-01-08,Sophie,4809.460657938693
2024-01-06,West,Desk,13,1780,Bangalore,Corporate,0.061566026188221545,John,UPI,Yes,No,10371,Customer_370,11.905557444867293,2024-01-06,2024-01-09,Ryan,21715.362154004553
2024-01-07,South,Printer,17,1161,Mumbai,Retail,0.05685571297121303,John,Cash,No,No,10372,Customer_371,14.303599058310763,2024-01-07,2024-01-10,Ryan,18614.83879308717
2024-01-08,West,Desk,10,1999,Bangalore,Retail,0.03768468394687078,Amit,UPI,No,No,10373,Customer_372,32.97333101194461,2024-01-08,2024-01-11,Eric,19236.683167902054
2024-01-09,North,Laptop,12,782,Bangalore,Corporate,0.09330210110126622,John,Cash,Yes,No,10374,Customer_373,10.770347628669835,2024-01-09,2024-01-12,Sophie,8508.453083265718
2024-01-10,East,Laptop,15,1727,Bangalore,Corporate,0.2657766343330275,John,Cash,No,Yes,10375,Customer_374,16.933139380864528,2024-01-10,2024-01-13,Eric,19020.056287602925
2024-01-11,North,Printer,10,1075,Delhi,Retail,0.23247854169178647,John,UPI,Yes,Yes,10376,Customer_375,42.58604964821011,2024-01-11,2024-01-14,Sophie,8250.855676813295
2024-01-12,South,Laptop,14,570,Chennai,Retail,0.22057536489203802,Meera,Card,Yes,Yes,10377,Customer_376,19.719117770073737,2024-01-12,2024-01-15,Ryan,6219.808588161537
2024-01-13,West,Chair,13,302,Bangalore,Retail,0.2392010416949888,Meera,Cash,No,Yes,10378,Customer_377,26.96270703213483,2024-01-13,2024-01-16,Sophie,2986.896710305474
2024-01-14,West,Phone,5,1201,Delhi,Retail,0.08082536679887149,Sara,Cash,Yes,No,10379,Customer_378,47.35131508156281,2024-01-14,2024-01-17,Cameron,5519.643672372777
2024-01-15,Central,Printer,6,1348,Bangalore,Retail,0.2662325072257463,Meera,UPI,Yes,Yes,10380,Customer_379,15.221708997662583,2024-01-15,2024-01-18,Ryan,5934.7114815581635
2024-01-16,West,Desk,2,1536,Chennai,Corporate,0.041191012542481316,John,Card,Yes,Yes,10381,Customer_380,22.533170781110467,2024-01-16,2024-01-19,Sophie,2945.461209469497
2024-01-17,Central,Chair,17,1175,Bangalore,Corporate,0.10090371801467458,Meera,Card,No,No,10382,Customer_381,32.29059989945955,2024-01-17,2024-01-20,Eric,17959.448232656876
2024-01-18,East,Printer,4,997,Delhi,Corporate,0.17602443569020287,Amit,UPI,Yes,Yes,10383,Customer_382,38.99025182767875,2024-01-18,2024-01-21,Eric,3286.014550467471
2024-01-19,South,Laptop,14,1681,Chennai,Corporate,0.030871526502600187,Sara,Card,No,Yes,10384,Customer_383,45.57440240207173,2024-01-19,2024-01-22,Ryan,22807.46949528781
2024-01-20,Central,Laptop,10,1453,Delhi,Retail,0.21903905633292747,Sara,UPI,Yes,Yes,10385,Customer_384,46.19628444080818,2024-01-20,2024-01-23,Eric,11347.362511482565
2024-01-21,East,Laptop,3,857,Chennai,Corporate,0.11617381446104248,Meera,UPI,Yes,Yes,10386,Customer_385,39.94880334676803,2024-01-21,2024-01-24,Ryan,2272.31712302066
2024-01-22,West,Laptop,3,1081,Chennai,Retail,0.23532169968252,John,UPI,Yes,No,10387,Customer_386,15.27488764669897,2024-01-22,2024-01-25,Ryan,2479.8517279295875
2024-01-23,West,Desk,15,1420,Mumbai,Retail,0.1478688856753808,Sara,Cash,Yes,No,10388,Customer_387,6.116419851915461,2024-01-23,2024-01-26,Ryan,18150.39273511439
2024-01-24,East,Chair,6,932,Mumbai,Retail,0.05426235732760091,Amit,Cash,Yes,Yes,10389,Customer_388,22.269826866003072,2024-01-24,2024-01-27,Sophie,5288.564897824056
2024-01-25,West,Phone,17,622,Mumbai,Retail,0.2204285434066033,Amit,Cash,No,No,10390,Customer_389,11.36969829445205,2024-01-25,2024-01-28,Ryan,8243.188582018576
2024-01-26,East,Desk,12,771,Chennai,Retail,0.07564318675168306,Sara,UPI,No,Yes,10391,Customer_390,36.967444134723415,2024-01-26,2024-01-29,Eric,8552.149236173429
2024-01-27,Central,Desk,11,1833,Bangalore,Retail,0.14724309038041283,John,Cash,Yes,Yes,10392,Customer_391,34.75087640715726,2024-01-27,2024-01-30,Cameron,17194.137568659735
2024-01-28,Central,Phone,4,370,Delhi,Retail,0.022659980747072282,John,Cash,No,Yes,10393,Customer_392,6.9787238729654675,2024-01-28,2024-01-31,Sophie,1446.463228494333
2024-01-29,East,Phone,6,1605,Delhi,Corporate,0.185359996323611,Meera,Cash,No,No,10394,Customer_393,42.646720060892804,2024-01-29,2024-02-01,Eric,7844.983235403626
2024-01-30,Central,Laptop,1,372,Delhi,Retail,0.19975732986488318,Meera,UPI,Yes,No,10395,Customer_394,16.1934469831032,2024-01-30,2024-02-02,Ryan,297.69027329026346
2024-01-31,Central,Desk,16,862,Mumbai,Corporate,0.11360226299183507,Sara,UPI,No,No,10396,Customer_395,24.4502183970969,2024-01-31,2024-02-03,Ryan,12225.19758881661
2024-02-01,Central,Printer,15,652,Chennai,Corporate,0.28632683409632215,Meera,UPI,No,No,10397,Customer_396,35.05701809550841,2024-02-01,2024-02-04,Cameron,6979.72356253797
2024-02-02,North,Phone,17,549,Mumbai,Retail,0.2622506764446205,Meera,Cash,No,No,10398,Customer_397,24.3238454083514,2024-02-02,2024-02-05,Eric,6885.414436742357
2024-02-03,South,Phone,8,1857,Bangalore,Retail,0.21238227472199842,Meera,Card,No,No,10399,Customer_398,24.857951125997452,2024-02-03,2024-02-06,Sophie,11700.848926729992
2024-02-04,West,Chair,12,693,Chennai,Corporate,0.2140956223481228,Amit,Cash,Yes,Yes,10400,Customer_399,7.953259790108317,2024-02-04,2024-02-07,Eric,6535.580804553011
2024-02-05,North,Printer,10,819,Delhi,Corporate,0.07572051448264537,Meera,Cash,No,No,10401,Customer_400,23.064959716700173,2024-02-05,2024-02-08,Ryan,7569.848986387135
2024-02-06,Central,Printer,15,1227,Mumbai,Corporate,0.1970445693265347,Sara,UPI,Yes,Yes,10402,Customer_401,39.418155194899256,2024-02-06,2024-02-09,Sophie,14778.394701545129
2024-02-07,East,Phone,9,1316,Mumbai,Corporate,0.05946187957065589,John,UPI,Yes,Yes,10403,Customer_402,46.1829351733969,2024-02-07,2024-02-10,Ryan,11139.733498365153
2024-02-08,Central,Laptop,2,1118,Bangalore,Retail,0.04320096717594663,Meera,Cash,No,No,10404,Customer_403,23.60737116785173,2024-02-08,2024-02-11,Ryan,2139.402637394583
2024-02-09,South,Chair,5,205,Bangalore,Retail,0.29984036826077404,John,Cash,Yes,Yes,10405,Customer_404,24.06136220955855,2024-02-09,2024-02-12,Eric,717.6636225327067
2024-02-10,Central,Printer,6,487,Mumbai,Retail,0.18671277944195225,Meera,Card,No,Yes,10406,Customer_405,36.618219784564346,2024-02-10,2024-02-13,Cameron,2376.4252584706155
2024-02-11,East,Phone,7,1841,Bangalore,Corporate,0.12929636179715714,Sara,Card,Yes,Yes,10407,Customer_406,47.424740049737444,2024-02-11,2024-02-14,Ryan,11220.757785520034
2024-02-12,South,Printer,1,1369,Delhi,Retail,0.0864493568651854,Amit,UPI,No,No,10408,Customer_407,17.01774231077121,2024-02-12,2024-02-15,Eric,1250.6508304515612
2024-02-13,Central,Chair,7,1647,Bangalore,Corporate,0.18117613309866823,Sara,Card,No,No,10409,Customer_408,24.806489294207157,2024-02-13,2024-02-16,Sophie,9440.220361505455
2024-02-14,South,Chair,12,807,Bangalore,Retail,0.014878052466025837,Amit,Card,Yes,Yes,10410,Customer_409,40.81879595985355,2024-02-14,2024-02-17,Cameron,9539.920939919006
2024-02-15,West,Desk,16,656,Mumbai,Corporate,0.028404297151438516,Meera,UPI,No,No,10411,Customer_410,32.436210621831734,2024-02-15,2024-02-18,Ryan,10197.868497098501
2024-02-16,West,Phone,16,1964,Mumbai,Retail,0.009857009322118903,Meera,Card,No,Yes,10412,Customer_411,9.976385478377964,2024-02-16,2024-02-19,Ryan,31114.253339061735
2024-02-17,Central,Chair,11,1425,Chennai,Retail,0.1497509499787985,Amit,Cash,No,No,10413,Customer_412,33.24797310030196,2024-02-17,2024-02-20,Sophie,13327.653859082333
2024-02-18,South,Desk,4,1435,Chennai,Corporate,0.18018198875615477,Sara,Card,No,Yes,10414,Customer_413,13.40358280687971,2024-02-18,2024-02-21,Eric,4705.7553845396715
2024-02-19,East,Desk,13,1229,Mumbai,Corporate,0.018743928407346254,Sara,UPI,Yes,Yes,10415,Customer_414,27.959717033528186,2024-02-19,2024-02-22,Ryan,15677.528255835829
2024-02-20,Central,Printer,7,823,Bangalore,Corporate,0.21636734024967497,Amit,Cash,Yes,No,10416,Customer_415,28.809647044719732,2024-02-20,2024-02-23,Sophie,4514.5077528216225
2024-02-21,West,Printer,4,575,Bangalore,Corporate,0.06911852145436932,Meera,Card,Yes,No,10417,Customer_416,44.42915130012432,2024-02-21,2024-02-24,Ryan,2141.0274006549503
2024-02-22,West,Desk,15,646,Chennai,Corporate,0.2055604361309598,Amit,Cash,No,No,10418,Customer_417,25.812242330559716,2024-02-22,2024-02-25,Eric,7698.119373891
2024-02-23,Central,Printer,19,1034,Chennai,Retail,0.29456914201057366,Meera,Cash,Yes,No,10419,Customer_418,17.57490900061524,2024-02-23,2024-02-26,Cameron,13858.894636060271
2024-02-24,South,Chair,9,1329,Chennai,Corporate,0.20733176101615533,Amit,Card,No,No,10420,Customer_419,15.393485669721422,2024-02-24,2024-02-27,Eric,9481.104806485766
2024-02-25,West,Laptop,11,1874,Delhi,Retail,0.26495791587708256,Meera,Card,No,Yes,10421,Customer_420,44.341334450795124,2024-02-25,2024-02-28,Eric,15152.157522109821
2024-02-26,South,Chair,8,1010,Delhi,Retail,0.2844595520229202,Amit,UPI,No,Yes,10422,Customer_421,12.695488448820278,2024-02-26,2024-02-29,Eric,5781.566819654804
2024-02-27,West,Desk,1,1624,Chennai,Retail,0.14602531450569464,John,UPI,Yes,Yes,10423,Customer_422,24.164085239741468,2024-02-27,2024-03-01,Sophie,1386.8548892427518
2024-02-28,West,Desk,8,1319,Bangalore,Retail,0.21069749382591205,Meera,Cash,Yes,No,10424,Customer_423,13.422790171712615,2024-02-28,2024-03-02,Ryan,8328.720045148975
2024-02-29,North,Chair,13,1611,Chennai,Retail,0.2555907760667525,Sara,UPI,Yes,No,10425,Customer_424,39.79868180514689,2024-02-29,2024-03-03,Cameron,15590.162376834001
2024-03-01,West,Printer,4,1158,Delhi,Corporate,0.10698267386231583,Amit,Cash,Yes,Yes,10426,Customer_425,26.346768798857855,2024-03-01,2024-03-04,Sophie,4136.4562546697525
2024-03-02,East,Printer,8,1675,Bangalore,Corporate,0.07841919496811846,Sara,Cash,No,Yes,10427,Customer_426,20.801466075056542,2024-03-02,2024-03-05,Eric,12349.182787427213
2024-03-03,Central,Desk,3,1048,Delhi,Retail,0.2839795718335016,Amit,UPI,Yes,Yes,10428,Customer_427,21.249483828191007,2024-03-03,2024-03-06,Cameron,2251.1682261554706
2024-03-04,Central,Phone,9,1008,Bangalore,Retail,0.21789105011064538,Sara,UPI,Yes,Yes,10429,Customer_428,43.34963930253407,2024-03-04,2024-03-07,Eric,7095.292393396226
2024-03-05,South,Printer,2,1178,Delhi,Corporate,0.06590464001274789,Sara,UPI,Yes,No,10430,Customer_429,29.919827943249715,2024-03-05,2024-03-08,Eric,2200.728668129966
2024-03-06,West,Chair,2,615,Bangalore,Corporate,0.13472501780283402,Amit,Card,Yes,Yes,10431,Customer_430,37.304053300906865,2024-03-06,2024-03-09,Eric,1064.288228102514
2024-03-07,East,Printer,13,925,Bangalore,Retail,0.2389355308613428,Amit,Cash,No,No,10432,Customer_431,45.366733231280804,2024-03-07,2024-03-10,Cameron,9151.800241392353
2024-03-08,South,Chair,15,1727,Bangalore,Corporate,0.16411889727553264,Sara,Cash,Yes,Yes,10433,Customer_432,45.578375421828895,2024-03-08,2024-03-11,Ryan,21653.49996607733
2024-03-09,North,Desk,12,653,Bangalore,Corporate,0.19498562944976672,Sara,Cash,Yes,No,10434,Customer_433,19.78290744520384,2024-03-09,2024-03-12,Eric,6308.092607631628
2024-03-10,South,Printer,4,1514,Mumbai,Corporate,0.2261304606135157,Sara,UPI,Yes,No,10435,Customer_434,47.86030684158734,2024-03-10,2024-03-13,Ryan,4686.553930524548
2024-03-11,South,Chair,8,1757,Delhi,Retail,0.18660275664269418,Meera,UPI,No,No,10436,Customer_435,6.119414690657245,2024-03-11,2024-03-14,Cameron,11433.11165263029
2024-03-12,West,Desk,9,1416,Delhi,Corporate,0.16202379657665872,Meera,UPI,Yes,No,10437,Customer_436,21.957600245727456,2024-03-12,2024-03-15,Cameron,10679.168736427062
2024-03-13,North,Phone,5,349,Mumbai,Retail,0.22488428531633203,John,UPI,Yes,Yes,10438,Customer_437,45.31094858789787,2024-03-13,2024-03-16,Eric,1352.5769221230007
2024-03-14,South,Chair,18,958,Bangalore,Retail,0.2182689106296602,Meera,UPI,Yes,Yes,10439,Customer_438,17.35865959176423,2024-03-14,2024-03-17,Ryan,13480.170905102139
2024-03-15,East,Phone,11,978,Bangalore,Retail,0.18896172005495368,Meera,Card,No,Yes,10440,Customer_439,17.288665264459325,2024-03-15,2024-03-18,Ryan,8725.149815648809
2024-03-16,East,Phone,15,1172,Delhi,Retail,0.10793682401457888,Amit,UPI,No,No,10441,Customer_440,18.618002828684993,2024-03-16,2024-03-19,Eric,15682.470633823705
2024-03-17,Central,Laptop,9,962,Mumbai,Retail,0.12174362766008147,John,Cash,Yes,Yes,10442,Customer_441,32.554102318111504,2024-03-17,2024-03-20,Sophie,7603.943671719015
2024-03-18,North,Printer,17,1201,Bangalore,Corporate,0.2911315646652292,John,UPI,Yes,Yes,10443,Customer_442,24.724974902645922,2024-03-18,2024-03-21,Sophie,14472.966844230014
2024-03-19,North,Chair,12,1738,Bangalore,Retail,0.033715779687457745,Meera,Cash,No,Yes,10444,Customer_443,37.70306763590042,2024-03-19,2024-03-22,Cameron,20152.82369883838
2024-03-20,Central,Phone,7,1616,Bangalore,Retail,0.0805514751758506,Amit,UPI,No,No,10445,Customer_444,45.27097891540996,2024-03-20,2024-03-23,Cameron,10400.801712810779
2024-03-21,South,Laptop,10,1539,Chennai,Retail,0.1477205277613007,Amit,UPI,No,No,10446,Customer_445,35.33897187242873,2024-03-21,2024-03-24,Sophie,13116.581077753583
2024-03-22,North,Desk,10,275,Mumbai,Corporate,0.25101890584313574,John,Cash,No,No,10447,Customer_446,14.201002408890897,2024-03-22,2024-03-25,Sophie,2059.6980089313765
2024-03-23,East,Chair,13,798,Bangalore,Corporate,0.049102699118918354,Amit,Cash,No,Yes,10448,Customer_447,46.970685606222595,2024-03-23,2024-03-26,Sophie,9864.608599340341
2024-03-24,East,Phone,19,1493,Chennai,Corporate,0.08308638543738296,Sara,Cash,Yes,Yes,10449,Customer_448,16.902179300636533,2024-03-24,2024-03-27,Eric,26010.088504297757
2024-03-25,West,Printer,11,424,Mumbai,Corporate,0.019739465338571693,Meera,Cash,Yes,Yes,10450,Customer_449,11.745243289767116,2024-03-25,2024-03-28,Eric,4571.935133660902
2024-03-26,North,Laptop,13,1753,Bangalore,Corporate,0.21179557981524552,Sara,Card,Yes,No,10451,Customer_450,9.048527548743241,2024-03-26,2024-03-29,Eric,17962.39053159037
2024-03-27,South,Phone,8,312,Delhi,Corporate,0.07146283064268484,John,Cash,Yes,Yes,10452,Customer_451,30.352268329977452,2024-03-27,2024-03-30,Eric,2317.6287747158585
2024-03-28,Central,Printer,8,450,Chennai,Corporate,0.11660242520128514,John,UPI,No,No,10453,Customer_452,10.119310811629331,2024-03-28,2024-03-31,Eric,3180.2312692753735
2024-03-29,Central,Phone,4,1456,Chennai,Retail,0.13311043410890036,Amit,UPI,No,No,10454,Customer_453,11.244914785068385,2024-03-29,2024-04-01,Eric,5048.764831749764
2024-03-30,South,Chair,15,1040,Bangalore,Retail,0.2673941806819367,Amit,Card,No,No,10455,Customer_454,18.50137162679735,2024-03-30,2024-04-02,Cameron,11428.650781361788
2024-03-31,West,Chair,11,913,Bangalore,Corporate,0.12339908709937103,John,Cash,No,No,10456,Customer_455,17.674385435800872,2024-03-31,2024-04-03,Ryan,8803.702968261015
2024-04-01,Central,Chair,11,1306,Chennai,Retail,0.04356750597457471,John,UPI,No,Yes,10457,Customer_456,32.190777964946406,2024-04-01,2024-04-04,Cameron,13740.109209169259
2024-04-02,North,Laptop,1,324,Delhi,Retail,0.1572944815020363,Sara,Card,Yes,Yes,10458,Customer_457,41.753537576270666,2024-04-02,2024-04-05,Ryan,273.0365879933402
2024-04-03,West,Chair,17,1398,Delhi,Corporate,0.2888873983945889,Sara,UPI,Yes,No,10459,Customer_458,39.26073452913016,2024-04-03,2024-04-06,Cameron,16900.3020897542
2024-04-04,North,Printer,15,1292,Mumbai,Retail,0.1823056923152433,Amit,Card,Yes,Yes,10460,Customer_459,16.811800462241454,2024-04-04,2024-04-07,Cameron,15846.915682930585
2024-04-05,East,Phone,6,1270,Bangalore,Retail,0.2950161661381718,Sara,Card,Yes,No,10461,Customer_460,16.038972409369094,2024-04-05,2024-04-08,Eric,5371.976814027131
2024-04-06,West,Desk,15,1083,Delhi,Corporate,0.252332192681661,Amit,Cash,Yes,Yes,10462,Customer_461,48.46061885481354,2024-04-06,2024-04-09,Eric,12145.863529886416
2024-04-07,Central,Printer,9,1479,Mumbai,Retail,0.01078972686402384,Amit,Card,No,Yes,10463,Customer_462,5.370630871638205,2024-04-07,2024-04-10,Ryan,13167.377945712979
2024-04-08,West,Printer,14,1950,Delhi,Corporate,0.19751987861311254,Meera,UPI,No,No,10464,Customer_463,44.58742398770971,2024-04-08,2024-04-11,Ryan,21907.70731386203
2024-04-09,West,Chair,18,229,Bangalore,Corporate,0.08603006326736509,Amit,UPI,No,No,10465,Customer_464,13.987783360508224,2024-04-09,2024-04-12,Eric,3767.3840792119213
2024-04-10,West,Laptop,17,480,Mumbai,Retail,0.16788505669341716,Sara,Cash,No,No,10466,Customer_465,47.627794539039556,2024-04-10,2024-04-13,Cameron,6790.057937381716
2024-04-11,West,Phone,18,1123,Mumbai,Retail,0.08380355727936796,John,Cash,No,No,10467,Customer_466,20.403827817238387,2024-04-11,2024-04-14,Ryan,18519.994893154857
2024-04-12,North,Laptop,5,1460,Mumbai,Retail,0.10466112498158711,John,Card,Yes,Yes,10468,Customer_467,24.815829825196353,2024-04-12,2024-04-15,Sophie,6535.973787634414
2024-04-13,East,Phone,9,1471,Delhi,Corporate,0.2769506135262538,Sara,Cash,Yes,No,10469,Customer_468,36.82042762749714,2024-04-13,2024-04-16,Sophie,9572.450827525925
2024-04-14,South,Phone,11,567,Bangalore,Corporate,0.06199295546751159,John,UPI,Yes,Yes,10470,Customer_469,31.445107316296713,2024-04-14,2024-04-17,Sophie,5850.34993674913
2024-04-15,West,Laptop,1,694,Mumbai,Corporate,0.2622327354077491,Amit,UPI,No,No,10471,Customer_470,19.307269836807027,2024-04-15,2024-04-18,Ryan,512.010481627022
2024-04-16,Central,Printer,18,1248,Chennai,Retail,0.00913734242114904,John,Cash,No,Yes,10472,Customer_471,29.92239121405206,2024-04-16,2024-04-19,Eric,22258.73873985131
2024-04-17,West,Phone,6,1809,Bangalore,Retail,0.027262961510894513,Sara,Cash,No,No,10473,Customer_472,37.88180979632988,2024-04-17,2024-04-20,Eric,10558.087815760751
2024-04-18,Central,Laptop,2,917,Chennai,Corporate,0.25640251241527906,John,Cash,No,Yes,10474,Customer_473,6.905072565612144,2024-04-18,2024-04-21,Eric,1363.757792230378
2024-04-19,North,Phone,15,1713,Chennai,Retail,0.18916680927275858,Amit,Card,Yes,Yes,10475,Customer_474,5.503968736506685,2024-04-19,2024-04-22,Ryan,20834.358835736468
2024-04-20,Central,Desk,14,1216,Mumbai,Retail,0.22417084141186508,Amit,Card,No,Yes,10476,Customer_475,25.613012258280108,2024-04-20,2024-04-23,Ryan,13207.71559580441
2024-04-21,South,Printer,5,1717,Mumbai,Corporate,0.06282530124655628,Sara,UPI,Yes,No,10477,Customer_476,10.932647801158138,2024-04-21,2024-04-24,Sophie,8045.644788798314
2024-04-22,East,Chair,6,1537,Delhi,Corporate,0.16112503667703104,Sara,Card,No,No,10478,Customer_477,34.895493115912146,2024-04-22,2024-04-25,Ryan,7736.10491176442
2024-04-23,Central,Phone,6,805,Delhi,Retail,0.22116576707139143,Sara,Card,Yes,No,10479,Customer_478,14.63236053023454,2024-04-23,2024-04-26,Sophie,3761.7693450451793
2024-04-24,Central,Desk,18,574,Delhi,Corporate,0.18819424110307875,Meera,Card,No,No,10480,Customer_479,24.478299805805193,2024-04-24,2024-04-27,Sophie,8387.57710092299
2024-04-25,East,Chair,14,838,Bangalore,Retail,0.14150963006736283,Meera,Card,No,Yes,10481,Customer_480,13.895192159342104,2024-04-25,2024-04-28,Eric,10071.809020049699
2024-04-26,South,Chair,10,1248,Delhi,Corporate,0.2879351359313144,Amit,UPI,Yes,Yes,10482,Customer_481,29.681761358710602,2024-04-26,2024-04-29,Ryan,8886.569503577195
2024-04-27,West,Phone,14,1557,Chennai,Corporate,0.2028472000360336,Meera,Cash,Yes,Yes,10483,Customer_482,10.222405672305602,2024-04-27,2024-04-30,Eric,17376.33673361454
2024-04-28,Central,Laptop,13,1578,Delhi,Corporate,0.27232524007237136,Meera,UPI,No,No,10484,Customer_483,6.039808375436611,2024-04-28,2024-05-01,Eric,14927.520025155374
2024-04-29,East,Phone,3,315,Mumbai,Retail,0.21893115347210437,John,Card,Yes,Yes,10485,Customer_484,7.300923714801373,2024-04-29,2024-05-02,Ryan,738.1100599688614
2024-04-30,North,Desk,6,247,Delhi,Retail,0.22063905857930494,Meera,Cash,No,Yes,10486,Customer_485,47.94162986818895,2024-04-30,2024-05-03,Ryan,1155.01291518547
2024-05-01,East,Chair,8,1961,Bangalore,Corporate,0.024005480927303802,John,Cash,No,No,10487,Customer_486,11.402879837492112,2024-05-01,2024-05-04,Cameron,15311.402015212458
2024-05-02,North,Phone,12,298,Bangalore,Corporate,0.10783938655618307,Sara,Cash,Yes,No,10488,Customer_487,36.881521391157584,2024-05-02,2024-05-05,Sophie,3190.366353675089
2024-05-03,South,Laptop,13,1682,Chennai,Corporate,0.25751082201589753,John,UPI,No,Yes,10489,Customer_488,8.05667919002718,2024-05-03,2024-05-06,Cameron,16235.268365800386
2024-05-04,West,Phone,11,1746,Bangalore,Retail,0.06978115864462678,John,Cash,No,No,10490,Customer_489,9.867215850583197,2024-05-04,2024-05-07,Sophie,17865.783067071297
2024-05-05,East,Printer,12,1820,Delhi,Corporate,0.034651759846939856,Sara,UPI,Yes,No,10491,Customer_490,27.89943131342006,2024-05-05,2024-05-08,Sophie,21083.205564942833
2024-05-06,Central,Laptop,1,604,Mumbai,Corporate,0.09783181699163802,Sara,UPI,No,No,10492,Customer_491,25.919191856945464,2024-05-06,2024-05-09,Sophie,544.9095825370506
2024-05-07,South,Desk,17,1437,Bangalore,Corporate,0.06613136546778418,Amit,Card,No,No,10493,Customer_492,47.82111392479413,2024-05-07,2024-05-10,Eric,22813.4768729875
2024-05-08,East,Chair,16,884,Chennai,Corporate,0.27758645843794655,Amit,Card,No,Yes,10494,Customer_493,47.517595385933184,2024-05-08,2024-05-11,Eric,10217.817131853682
2024-05-09,Central,Phone,11,1102,Delhi,Retail,0.26038999260063933,Amit,Cash,No,Yes,10495,Customer_494,40.08238891441093,2024-05-09,2024-05-12,Ryan,8965.55250969505
2024-05-10,East,Laptop,13,702,Chennai,Retail,0.14990496908487125,Amit,Cash,Yes,Yes,10496,Customer_495,32.094582355730736,2024-05-10,2024-05-13,Sophie,7757.967252131465
2024-05-11,North,Printer,18,1944,Bangalore,Corporate,0.018403162345160404,John,Card,Yes,Yes,10497,Customer_496,25.473214282685497,2024-05-11,2024-05-14,Sophie,34348.03654321815
2024-05-12,East,Laptop,11,1671,Bangalore,Retail,0.21436870382794687,John,UPI,Yes,Yes,10498,Customer_497,21.02803404477895,2024-05-12,2024-05-15,Sophie,14440.688854938508
2024-05-13,East,Printer,12,1093,Chennai,Retail,0.18702351940087938,Amit,UPI,No,No,10499,Customer_498,47.6189396139,2024-05-13,2024-05-16,Eric,10662.999519538067
2024-05-14,East,Desk,6,1799,Delhi,Retail,0.29116640121854875,Meera,Card,Yes,Yes,10500,Customer_499,32.13089651411085,2024-05-14,2024-05-17,Ryan,7651.1498652469845
2024-05-15,South,Chair,9,457,Bangalore,Corporate,0.16768597208111308,Amit,UPI,Yes,Yes,10501,Customer_500,31.058263745869752,2024-05-15,2024-05-18,Eric,3423.307596830382
2024-05-16,East,Desk,16,1043,Mumbai,Retail,0.10091811702087282,Meera,Card,Yes,No,10502,Customer_501,15.435550479601169,2024-05-16,2024-05-19,Cameron,15003.878463155674
2024-05-17,Central,Phone,4,320,Bangalore,Retail,0.15570650807356673,Sara,Card,No,No,10503,Customer_502,7.101401804830088,2024-05-17,2024-05-20,Cameron,1080.6956696658347
2024-05-18,North,Laptop,3,1009,Delhi,Retail,0.2937789874213549,John,Cash,Yes,No,10504,Customer_503,47.5334860891795,2024-05-18,2024-05-21,Cameron,2137.7310050755586
